mol_chembl_id,molregno,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,tgt_chembl_id,tgt_name,assay_chembl_id,assay_desc
CHEMBL3745882,2056871,Ki,=,214.0,nM,CC(C)c1ccccc1OCCN2CCC(CC2)N(CC3CC3)S(=O)(=O)c4cnn(C)c4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3750142,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells incubated for 1 hr
CHEMBL559579,558272,Ki,=,214.1,nM,Cc1ccc2c3O[C@@H](CN4CCN(CC4)c5ccc6cc(Cl)ccc6n5)COc3ccc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1060393,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL3330607,1789605,Ki,=,215.0,nM,COc1ccc(N2CCN(CCCCN3N=CC(=O)N(C)C3=O)CC2)c(c1)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL495212,485970,IC50,=,215.0,nM,Clc1ccc(cc1Cl)N2CCN(CCCNS(=O)(=O)c3ccc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL959752,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in CHOK1 cell membrane
CHEMBL1946255,1277639,Ki,=,216.0,nM,Clc1ccc(cc1)N2CCCN(CCCc3nc4ccccc4s3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1949466,Displacement of [3H]8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 20 mins by liquid scintillation counting
CHEMBL1806867,1164546,Ki,=,217.0,nM,CCCN1CCc2cccc3c2C1Cc4cccc(OC(=O)NC(C)(C)C)c34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1811741,Displacement of [3H]-8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 50 mins by beta liquid scintillation counter
CHEMBL3819556,2091763,Ki,=,217.0,nM,Cl.Fc1ccc(SCCCN2CCc3ccccc3C2)cc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3821447,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor expressed in cell membranes after 1 hr by liquid scintillation counting
CHEMBL1806813,1164491,Ki,=,218.0,nM,CCCN1CCc2cccc3c2C1Cc4cccc(OC(=O)NCC)c34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1811741,Displacement of [3H]-8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 50 mins by beta liquid scintillation counter
CHEMBL337249,223547,Ki,=,218.78,nM,COc1ccccc1N2CCN(CCC(Oc3cccc4ccccc34)c5cccs5)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL445334,499478,Ki,=,219.0,nM,O=C1Cc2ccccc2N1CCCCN3CCc4ccccc4C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3364795,Displacement of [3H]-8-OH-DPAT from human 5-HT1A expressed in CHO-K1 cells after 120 mins by scintillation spectrometry
CHEMBL261434,432436,IC50,=,220.0,nM,Cc1cccc(N2CCN(CCCC(=O)NCC3=Nc4ccc(F)cc4C(=O)N3c5ccccc5)CC2)c1C,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL921839,Binding affinity at 5HT1A receptor
CHEMBL3330602,1789599,Ki,=,220.0,nM,CNc1ccccc1N2CCN(CCCCN3N=CC(=O)N(C)C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL1113,155045,Ki,=,221.0,nM,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2026267,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting
CHEMBL1945681,1277059,Ki,=,221.0,nM,CC1CN(CCN1CCCCN2C(=O)CC(C)(C)CC2=O)c3ccc4cc(ccc4n3)[N+](=O)[O-],CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1949347,Displacement of [3H]8-OH-DPAT from 5HT1A receptor in cerebral cortex homogenates after 15 mins
CHEMBL3264381,1749369,Ki,=,221.4,nM,Cc1ccc(cc1)N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3269843,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis
CHEMBL1774535,1145583,Ki,=,223.0,nM,FC(CCNC(=O)c1cc2ccccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1777187,Displacement of [3H]8-OH-DPAT from 5HT1A receptor
CHEMBL3581252,1947307,Ki,=,224.0,nM,COc1cc2c(C[C@@H]3N(C)CCc4cc(OC)c(OC)c2c34)cc1OCC5CC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3584692,Displacement of [3H]Way100635 from human recombinant 5-HT1A receptor expressed in CHO cell membranes by radioligand binding assay
CHEMBL179373,299419,Ki,=,226.0,nM,C(C1COc2ccccc2C1)N3CCC(Cc4ccccc4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL839696,Inhibitory constant was determined against 5-hydroxytryptamine 1A receptor using 1.2 nM [3H]8-OH-DPAT
CHEMBL2029922,1341971,Ki,=,226.8,nM,O=C(Nc1ccncc1)Nc2ccc(CCN3CCN(CC3)c4ccccc4)cc2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2032827,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting
CHEMBL394530,388806,EC50,=,229.09,nM,FCc1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(F)c(Cl)c3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL895214,Agonist activity at human 5HT1A receptor expressed in C6 cells assessed as stimulation of [35S]GTPgammaS binding
CHEMBL493284,469629,Ki,=,229.09,nM,COc1cccc(OC)c1OCCNC[C@@H]2COC(CO2)(c3ccccc3)c4ccccc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035001,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in human HeLa cells
CHEMBL128,27111,Ki,=,230.0,nM,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616130,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor
CHEMBL18772,21258,Ki,=,230.0,nM,C1CN(CCN1)c2ccc3ccccc3n2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1949347,Displacement of [3H]8-OH-DPAT from 5HT1A receptor in cerebral cortex homogenates after 15 mins
CHEMBL212039,350712,Ki,=,230.0,nM,COc1ccccc1N2CCN(CCCN3C(=O)C[C@H](NC(=O)C4CCCCC4)C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL868481,Affinity for 5HT1A receptor
CHEMBL2159482,1426029,Ki,=,230.0,nM,Fc1cccc(OCCN2CCC(C2)NS(=O)(=O)c3ccc(F)c(F)c3)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL3235759,1734285,Ki,=,230.0,nM,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN3CCN(CC3)c4noc5ccccc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3241203,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting
CHEMBL3235734,1734260,Ki,=,232.0,nM,NC(=O)[C@@H]1CCCN1C(=O)CCCCCN2CCN(CC2)c3ccccc3Cl,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3241203,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting
CHEMBL3739680,2055210,Ki,=,232.0,nM,CC(C)c1ccccc1OCCN2CCC(CC2)NS(=O)(=O)c3cccc4ncccc34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3744655,Displacement of [3H]-8-OH-DPAT from human serotonin 5-HT1A receptor expressed in HEK293 cells after 1 hr by microplate reader based assay
CHEMBL494484,468849,Ki,=,232.9,nM,Cn1cc([C@@H]2CC[C@@H](CC2)N3CCN(CC3)c4cccc5[nH]ccc45)c6cc(ccc16)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1013154,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL2113386,1385637,Ki,=,234.0,nM,Ic1ccccc1CS(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4)c3c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL829043,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor expressed in CHO cells
CHEMBL3740055,2055215,Ki,=,234.0,nM,Clc1cccc(c1)S(=O)(=O)NC2CCN(CCOc3ccccc3c4ccccc4)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3744655,Displacement of [3H]-8-OH-DPAT from human serotonin 5-HT1A receptor expressed in HEK293 cells after 1 hr by microplate reader based assay
CHEMBL56851,87848,Ki,=,234.4,nM,Clc1cccc(Cl)c1N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL11262,8513,IC50,=,234.42,nM,CCCN(CCC)CC1COc2cccc(OC)c2C1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL857064,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.
CHEMBL493661,468989,Ki,=,234.42,nM,COc1cccc(OC)c1OCCNC[C@@H]2CO[C@H](CO2)c3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035001,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in human HeLa cells
CHEMBL576586,571307,Ki,=,234.42,nM,Clc1cccc(c1)N2CCN(CCCN3C=Nc4ccccc4C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1063840,Displacement of [3H]8-OH-DPAT from human recombinant 5-HT1A receptor expressed in HEK293 cells after 120 mins
CHEMBL3233673,1732178,Ki,=,235.0,nM,Cl.CC1(C)N(CCCCCN2CCN(CC2)c3ccc(F)cc3F)C(=O)N(Cc4ccccc4)C1=O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3240450,Displacement of [3H]-8-OH-DPAT from human recombinant 5-HT1A receptor expressed in HEK293 cell membrane after 1 hr by Microbeta scintillation counting analysis
CHEMBL585741,569289,Ki,=,235.0,nM,Cc1cccc(c1)C2CN(CCCc3cn(CCCN4CCN(CC4)c5nsc6ccccc56)nn3)CCc7cc(O)c(O)cc27,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1043963,Displacement of [3H]8-OH-DPAT from 5HT1A receptor expressed in CHO cells by liquid scintillation counting
CHEMBL280955,32685,Ki,=,236.0,nM,COc1cccc2[C@@H]3CCN(CC=C)[C@@H]3CCc12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615448,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus
CHEMBL281859,33072,Ki,=,236.0,nM,COc1cccc2[C@@H]3CCN(CC=C)[C@H]3CCc12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615459,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus
CHEMBL318249,156446,Ki,=,236.0,nM,CCn1cc(nn1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6CCNC6=O)CC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615805,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor
CHEMBL3235751,1734277,Ki,=,236.0,nM,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCCN3CCN(CC3)c4ccccc4Cl,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3241203,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting
CHEMBL2159464,1426011,Ki,=,237.0,nM,O=S(=O)(NC1CCN(CCOc2ccccc2)CC1)c3cccs3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL2442996,1589526,Ki,=,239.0,nM,COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccncc4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3118888,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor transfected in HEK293-EBNA cells after 120 mins
CHEMBL230327,388808,EC50,=,239.88,nM,FC(F)c1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(F)c(Cl)c3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL895214,Agonist activity at human 5HT1A receptor expressed in C6 cells assessed as stimulation of [35S]GTPgammaS binding
CHEMBL1259051,708067,EC50,=,240.0,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3cocc3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1259255,Intrinsic activity at human 5-HT1A receptor expressed in CHO cells assessed as increase of serotonin-induced [35S]GTPgammaS binding
CHEMBL1259242,708260,EC50,=,240.0,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3cc4ccccc4s3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1259255,Intrinsic activity at human 5-HT1A receptor expressed in CHO cells assessed as increase of serotonin-induced [35S]GTPgammaS binding
CHEMBL187952,311086,Ki,=,240.0,nM,CN1CCC(CC1)C2CNc3ccc(NC(=O)c4ccc(F)cc4)cc23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL876361,In vitro binding affinity for human 5-hydroxytryptamine 1A receptor
CHEMBL2205046,1444666,Ki,=,240.0,nM,Cl.FC(F)(F)c1ccc(Sc2ccccc2N3CCNCC3)cc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2215842,Displacement of [3H]5-carboxamidotryptamine to human 5HT1A expressed in HEK293 cells by filter binding assay
CHEMBL3330618,1789616,Ki,=,240.0,nM,COc1ccccc1N2CCN(CCN3N=CC(=O)N(C)C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL3330625,1789623,Ki,=,240.0,nM,COc1ccc2cccc(N3CCN(CCCCCN4N=CC(=O)N(C)C4=O)CC3)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL446459,438722,Ki,=,240.0,nM,CC(C)Oc1cccc2C(C)NC(=Nc12)NCC(F)F,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL930053,Binding affinity to 5HT1A receptor
CHEMBL3581249,1947304,Ki,=,244.0,nM,CCC(C)Oc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2cc1OC)c34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3584692,Displacement of [3H]Way100635 from human recombinant 5-HT1A receptor expressed in CHO cell membranes by radioligand binding assay
CHEMBL3819366,2091762,Ki,=,244.0,nM,Cl.Fc1ccc(OCCCN2CCc3ccccc3C2)cc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3821447,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor expressed in cell membranes after 1 hr by liquid scintillation counting
CHEMBL271298,439126,Ki,=,246.0,nM,CNC1=Nc2ccc(Cl)c(Cl)c2C(C)N1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL930818,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293-EBNA cells
CHEMBL14499,14377,Ki,=,247.0,nM,COc1ccc2OCCC(CN3CCC4(CC3)N(CNC4=O)c5ccccc5)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615452,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand
CHEMBL604137,602005,Ki,=,248.0,nM,Fc1ccc2[nH]cc(C3=CCN(CCc4coc5ccccc45)CC3)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1074781,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL440118,88292,Ki,=,248.19,nM,Clc1ccc(Cl)c(c1)C2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL1806879,1164558,Ki,=,249.0,nM,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(NC(=O)CCCCC5CCSS5)c34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1811741,Displacement of [3H]-8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 50 mins by beta liquid scintillation counter
CHEMBL3741279,2055202,Ki,=,249.0,nM,CC(C)c1ccccc1OCCN2CCC(CC2)NS(=O)(=O)c3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3744655,Displacement of [3H]-8-OH-DPAT from human serotonin 5-HT1A receptor expressed in HEK293 cells after 1 hr by microplate reader based assay
CHEMBL3747744,2056870,Ki,=,249.0,nM,CC(C)c1ccccc1OCCN2CCC(CC2)N(CC3CC3)S(=O)(=O)c4ccc(F)cc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3750142,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells incubated for 1 hr
CHEMBL3330621,1789619,Ki,=,250.0,nM,CN1C(=O)C=NN(CCCN2CCN(CC2)c3ccccc3F)C1=O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3387900,Displacement of [3H]8-OH-DPAT from 5HT1AR (unknown origin) by competition binding assay
CHEMBL95104,155183,Ki,=,250.0,nM,Clc1ccc(OC2CCN(CC[C@H]3CCCN3S(=O)(=O)c4ccc5cc[nH]c5c4)CC2)cc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL132532,224063,Ki,=,251.19,nM,COc1ccccc1N2CCN(CCC(=O)c3ccc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL2037520,1347065,Ki,=,251.19,nM,Clc1ccc2N(C3CCN(CCCCC(=O)c4nc5ccccc5s4)CC3)C(=O)Nc2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3820053,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor incubated for 1.5 hrs by microbeta scintillation counting method
CHEMBL267777,10747,Kd,=,251.19,nM,CC1=C(CCN2CCC(=C(c3ccc(F)cc3)c4ccc(F)cc4)CC2)C(=O)N5C=CSC5=N1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1061237,Binding affinity to 5HT1A receptor
CHEMBL292759,99770,Ki,=,251.19,nM,COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N3CCN(C)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616238,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT
CHEMBL311976,130780,EC50,=,251.19,nM,O=C1N(CCN2CCN(CC2)c3cccc4OCCOc34)S(=O)(=O)c5ccccc15,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616049,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1)
CHEMBL318018,158033,Ki,=,251.19,nM,Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616226,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand
CHEMBL3819434,2091430,Ki,=,251.19,nM,Cl.OC1(CC2CCC(C1)N2CCCCc3nc4ccccc4s3)c5ccc(Cl)cc5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3820053,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor incubated for 1.5 hrs by microbeta scintillation counting method
CHEMBL506942,486801,Ki,=,251.19,nM,CN(C(=O)C)c1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL954040,Displacement of [3H]WAY100635 from human recombinant 5HT1A receptor
CHEMBL578767,574539,Kd,=,251.19,nM,FC(F)(F)c1cccc(c1)C2CNCCO2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1061237,Binding affinity to 5HT1A receptor
CHEMBL10570,7321,Ki,=,252.0,nM,COc1cccc2C3CCN(CC=C)[C@@H]3CCc12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615448,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus
CHEMBL1794999,1158330,Ki,=,252.0,nM,CCCN(CCC)C1Cc2cccc3ccn(C1)c23.OC(=O)\C=C\C(=O)O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615445,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.
CHEMBL208774,353718,Ki,=,253.0,nM,NC(=O)c1ccc(F)c2OC[C@H](Cc12)N(CCCc3c[nH]c4ccc(F)cc34)C5CCC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL984527,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL3759819,2062167,Ki,=,254.0,nM,Clc1cccc(c1)S(=O)(=O)NC2CC3CCC(C2)N3CCOc4cccc(c4)c5ccccc5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3762237,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL113238,182554,Ki,=,255.0,nM,COc1cccc2Cc3ccccc3[C@@H]4CN(C)CCN4c12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616135,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT
CHEMBL444612,236733,Ki,=,256.0,nM,CCN(CC)CCc1c[nH]c2cc(F)ccc12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616121,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor
CHEMBL325359,178087,Ki,=,257.0,nM,COc1ccc(NC(=O)N2CCN(CC2)c3cccc4CCCCc34)cc1N5CCN(C)CC5.OC(=O)\C=C\C(=O)O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616136,Affinity for 5-hydroxytryptamine 1A receptor subtype
CHEMBL135785,224215,Ki,=,257.04,nM,COc1ccccc1N2CCN(CCC(Oc3ccc(cc3)C(F)(F)F)c4ccsc4)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL293879,101269,IC50,=,257.04,nM,CCOC(=O)CN1CCN(CC1)c2nc3ccsc3n4cccc24,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615580,Binding affinity for 5-hydroxytryptamine 1A receptor
CHEMBL492834,468990,Ki,=,257.04,nM,COc1cccc(OC)c1OCCNC[C@@H]2CO[C@@H](CO2)c3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035001,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in human HeLa cells
CHEMBL1806863,1164542,Ki,=,258.0,nM,CCCNC(=O)Oc1cccc2CC3N(CCC)CCc4cccc(c34)c12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1811741,Displacement of [3H]-8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 50 mins by beta liquid scintillation counter
CHEMBL270426,442221,Ki,=,258.0,nM,COc1cc2CCN(C)[C@@H]3Cc4cccc(O)c4c(c1)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1065705,Displacement of [3H]8-OH-DPAT from 5HT1A receptor expressed in CHO cells by liquid scintillation counting
CHEMBL294235,88404,Ki,=,258.1,nM,Clc1ccc(Cl)c(c1)N2CCN(CCN3C(=O)CCCC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL1806870,1164549,Ki,=,259.0,nM,CCCN1CCc2cccc3c2C1Cc4cccc(OC(=O)NCc5ccccc5)c34,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1811741,Displacement of [3H]-8-OH-DPAT from 5-HT1A receptor expressed in CHO cells after 50 mins by beta liquid scintillation counter
CHEMBL417939,87831,Ki,=,259.34,nM,COc1ccccc1OCCN(C)CCN2C(=O)CC3(CCCC3)CC2=O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL178519,299462,Ki,=,260.0,nM,O=C1C(CN2CCC(Cc3ccccc3)CC2)COc4ccccc14,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL839696,Inhibitory constant was determined against 5-hydroxytryptamine 1A receptor using 1.2 nM [3H]8-OH-DPAT
CHEMBL3759927,2062182,Ki,=,260.0,nM,CC(C)c1ccccc1OCCN2CC3CC2CN3S(=O)(=O)c4ccc(F)cc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3762237,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
